"_id","fontsize","symbolsize","useSymbols","symbolSet","useE2r","useAudio","canClick","theme","created","symbolsizeMin","rev","navigator_appCodeName","navigator_appName","navigator_appVersion","navigator_language","navigator_platform","navigator_product","navigator_userAgent","navigator_vendor","navigator_vendorSub","themeDetails_ffDefault","themeDetails_fwDefault","themeDetails_fsDefault","themeDetails_cornerRadius","themeDetails_bgColorHeader","themeDetails_bgImgOpacityHeader","themeDetails_borderColorHeader","themeDetails_fcHeader","themeDetails_iconColorHeader","themeDetails_bgColorContent","themeDetails_bgImgOpacityContent","themeDetails_borderColorContent","themeDetails_fcContent","themeDetails_iconColorContent","themeDetails_bgColorDefault","themeDetails_bgImgOpacityDefault","themeDetails_borderColorDefault","themeDetails_fcDefault","themeDetails_iconColorDefault","themeDetails_bgColorHover","themeDetails_bgImgOpacityHover","themeDetails_borderColorHover","themeDetails_fcHover","themeDetails_iconColorHover","themeDetails_bgColorActive","themeDetails_bgImgOpacityActive","themeDetails_borderColorActive","themeDetails_fcActive","themeDetails_iconColorActive","themeDetails_bgColorHighlight","themeDetails_bgImgOpacityHighlight","themeDetails_borderColorHighlight","themeDetails_fcHighlight","themeDetails_iconColorHighlight","themeDetails_bgColorError","themeDetails_bgImgOpacityError","themeDetails_borderColorError","themeDetails_fcError","themeDetails_iconColorError","themeDetails_bgColorOverlay","themeDetails_bgImgOpacityOverlay","themeDetails_opacityOverlay","themeDetails_bgColorShadow","themeDetails_bgImgOpacityShadow","themeDetails_opacityShadow","themeDetails_thicknessShadow","themeDetails_offsetTopShadow","themeDetails_offsetLeftShadow","themeDetails_cornerRadiusShadow","symbolsizedetectDetails_sizes","symbolsizedetectDetails_size0_score","symbolsizedetectDetails_size0_reactionTimeAverage","symbolsizedetectDetails_size0_moveTimeAverage","symbolsizedetectDetails_size0_reactionTimeStDev","symbolsizedetectDetails_size0_moveTimeStDev","symbolsizedetectDetails_size0_size","symbolsizedetectDetails_size1_score","symbolsizedetectDetails_size1_reactionTimeAverage","symbolsizedetectDetails_size1_moveTimeAverage","symbolsizedetectDetails_size1_reactionTimeStDev","symbolsizedetectDetails_size1_moveTimeStDev","symbolsizedetectDetails_size1_size","symbolsizedetectDetails_size2_score","symbolsizedetectDetails_size2_reactionTimeAverage","symbolsizedetectDetails_size2_moveTimeAverage","symbolsizedetectDetails_size2_reactionTimeStDev","symbolsizedetectDetails_size2_moveTimeStDev","symbolsizedetectDetails_size2_size","symbolsizedetectDetails_size3_score","symbolsizedetectDetails_size3_reactionTimeAverage","symbolsizedetectDetails_size3_moveTimeAverage","symbolsizedetectDetails_size3_reactionTimeStDev","symbolsizedetectDetails_size3_moveTimeStDev","symbolsizedetectDetails_size3_size","read_fullTime","read_symbol2word_correct","read_symbol2word_wrong","read_symbol2word_score","read_symbol2word_times_average","read_symbol2word_times_variance","read_symbol2word_times_standardDeviation","read_word2symbol_correct","read_word2symbol_wrong","read_word2symbol_score","read_word2symbol_times_average","read_word2symbol_times_variance","read_word2symbol_times_standardDeviation","symbolunderstanding_fullTime","symbolunderstanding_symbolunderstanding_correct","symbolunderstanding_symbolunderstanding_wrong","symbolunderstanding_symbolunderstanding_score","symbolunderstanding_symbolunderstanding_times_average","symbolunderstanding_symbolunderstanding_times_variance","symbolunderstanding_symbolunderstanding_times_standardDeviation","lookforcorrect_fullTime","lookforcorrect_color_correct","lookforcorrect_color_wrong","lookforcorrect_color_score","lookforcorrect_color_times_average","lookforcorrect_color_times_variance","lookforcorrect_color_times_standardDeviation","lookforcorrect_b&w_correct","lookforcorrect_b&w_wrong","lookforcorrect_b&w_score","lookforcorrect_b&w_times_average","lookforcorrect_b&w_times_variance","lookforcorrect_b&w_times_standardDeviation","dimensions_zoom","dimensions_width","dimensions_height","_deleted_conflicts_0","symbolsizedetectDetails_size4_score","symbolsizedetectDetails_size4_reactionTimeAverage","symbolsizedetectDetails_size4_moveTimeAverage","symbolsizedetectDetails_size4_reactionTimeStDev","symbolsizedetectDetails_size4_moveTimeStDev","symbolsizedetectDetails_size4_size","symbolsizedetectDetails_size5_score","symbolsizedetectDetails_size5_reactionTimeAverage","symbolsizedetectDetails_size5_moveTimeAverage","symbolsizedetectDetails_size5_reactionTimeStDev","symbolsizedetectDetails_size5_moveTimeStDev","symbolsizedetectDetails_size5_size","symbolsizedetectDetails_size6_score","symbolsizedetectDetails_size6_reactionTimeAverage","symbolsizedetectDetails_size6_moveTimeAverage","symbolsizedetectDetails_size6_reactionTimeStDev","symbolsizedetectDetails_size6_moveTimeStDev","symbolsizedetectDetails_size6_size","wordmatch_su_correct","wordmatch_su_wrong","wordmatch_su_score","wordmatch_su_times_average","wordmatch_su_times_variance","wordmatch_su_times_standardDeviation"
"UT-25","s6","medium","true","default","true","","true","UI lightness","","91","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; NP06; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; NP06; InfoPath.3)","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","5","0.6","15","9472","14.613540144521982","6555.943732386835","214","0.8","11","4124","7.516648189186454","2759.393717377062","160","0.8","141","21964","235.55997113261836","19209.236416044758","128","0.8","4","6043","2.0615528128088303","3699.3337491364578","107","38433","3","","1","2603.3333333333335","961794.888888889","980.7114197810123","3","","1","6168.666666666667","25593966.222222224","5059.047956110144","47408","5","3","0.625","6783","12172032.666666666","3488.8440301433175","55554","3","2","0.6","7580.333333333333","14142467.555555554","3760.6472256189563","3","2","0.6","6881","10508004.666666666","3241.6052607723022","1","1366","1234","","1","5","2982","0.4714045207910317","242.80353283170234","91","","","","","","","","","","","","","","","","","",""
"UT-26","s4","medium","true","capkom","true","true","true","UI darkness","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Segoe UI, Arial, sans-serif","bold","1.1em","6px","333333","25","333333","ffffff","ffffff","000000","25","666666","ffffff","cccccc","555555","20","666666","eeeeee","cccccc","0078a3","40","59b4d4","ffffff","ffffff","f58400","30","ffaf0f","ffffff","222222","eeeeee","80","cccccc","2e7db2","4b8e0b","ffc73d","40","ffb73d","111111","a83300","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","1","3","1161","0.4714045207910317","141.4975461114275","238","1","2","998","","51.15336417740935","191","1","2","796","","47.83536581047773","159","1","2","791","0.4714045207910317","67.43556595414289","136","22366","3","","1","1798.3333333333333","137029.55555555556","370.1750336740115","3","","1","1660.3333333333333","405676.2222222222","636.9271718353851","27144","5","","1","3028.3333333333335","2995630.8888888895","1730.7890942829774","40906","3","","1","4897.666666666667","9708.22222222222","98.53031118504711","3","","1","4733","437766","661.6388743113572","1","1920","1022","","1","3","887","0.4714045207910317","63.41573586701928","119","1","2","938","0.4714045207910317","62.00179208879549","106","1","2","926","0.4714045207910317","141.53758825445942","95","","","","","",""
"UT-27","s5","medium","true","capkom","true","true","true","Sunny","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","0.8","3","5613","1.299038105676658","5554.045800135249","238","1","2","1502","0.4714045207910317","212.09641413491389","191","1","3","1598","0.4714045207910317","178.79659454872797","159","1","2","1420","0.4714045207910317","115.54027676769498","136","","","","","","","","","","","","","","30903","5","","1","4362.333333333333","557554.8888888889","746.6959815673906","61028","3","4","0.42857142857142855","10105","1926880.6666666667","1388.1212723197734","3","3","0.5","6228","4470594.666666667","2114.3780803505006","1","1920","1119","","1","2","1584","","407.7997874774663","119","1","2","1782","0.4714045207910317","122.40914998479485","106","1","3","1924","","222.98131461328023","95","","","","","",""
"UT-28","s7","medium","true","capkom","true","true","","Excite Bike","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","7","1","3","2129","0.816496580927726","346.24878660036086","238","1","2","1860","","49.28150430604434","191","1","3","1504","","181.4956381477711","159","1","2","1734","","298.21394259081103","136","33015","3","","1","3236.6666666666665","470486.2222222222","685.9199823756575","3","","1","3772","1287304.6666666667","1134.5944943752665","27153","5","","1","3336.6666666666665","3321.555555555556","57.632938113161956","69009","3","","1","8220.333333333334","19725441.555555556","4441.333308315821","3","1","0.75","10783","35992766","5999.397136379621","1","1920","1408","","1","2","1792","0.4714045207910317","88.71051547339557","119","1","2","1814","","129.35480921352197","106","1","2","1788","","105.5946126571911","95","","","","","",""
"UT-29","s3","medium","true","capkom","true","","true","Sunny","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","1","9","2527","8.524474568362947","571.6889208496368","238","1","13","1888","7.318166133366716","47.00590979393501","191","1","2","3985","0.4714045207910317","2619.3791036978378","159","0.8","32","1845","30.02082610455615","267.0739597939118","136","62030","3","","1","6937.666666666667","10194350.88888889","3192.8593593969795","3","3","0.5","9724.333333333334","37693280.88888889","6139.485392839443","74282","5","","1","12310","9440862","3072.598574496838","53654","3","","1","7669","17252682.666666668","4153.63487401898","3","","1","6212.333333333333","2282221.5555555555","1510.7023385020477","1","1920","955","","0.6","2","2310","0.4714045207910317","454.09054407928625","119","1","3","2407","","215.1500768197761","106","1","2","1923","0.4714045207910317","436.84194955256856","95","","","","","",""
"UT-3","s5","medium","true","capkom","true","","true","Sunny","2012-09-06T07:56:16.496Z","89","","Mozilla","Netscape","5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","de","Win32","Gecko","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4","Google Inc.","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","4","1","","661","","44.67910274638718","224","1","","853","","19.510680835549195","149","1","","780","","45.51922670696417","112","1","11","894","7.542472332656507","39.109532796436675","89","19576","3","","1","1295","","","3","","1","1171","","","17212","5","","1","1460.3333333333333","37357.555555555555","193.28102740712953","","","","","","","","","","","","","","","","","3-3f61dcdd0282341c011f986e4030344b","","","","","","","","","","","","","","","","","","","5","","1","9499.333333333334","7388620.222222221","2718.2016522366807"
"UT-30","s7","medium","true","capkom","true","true","true","UI lightness","","95","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","7","1","2","1462","0.4714045207910317","84.6968450153579","238","1","2","1420","","150.66076684613904","191","1","2","1483","0.4714045207910317","213.77714252619867","159","1","3","1424","0.4714045207910317","245.85406692227448","136","75456","3","2","0.6","7643.333333333333","54334701.55555556","7371.207604969186","3","","1","13502","171219986","13085.105502058437","68878","5","2","0.7142857142857143","7949.333333333333","23411360.88888889","4838.528793847247","47621","3","2","0.6","7638.333333333333","15224637.555555558","3901.876158408357","3","","1","4255","954134","976.7978296454185","1","1920","1401","","1","2","1646","0.4714045207910317","60.35634920113118","119","1","2","1265","0.4714045207910317","49.28150430604434","106","1","2","1699","","335.94675504047103","95","","","","","",""
"UT-31","s4","medium","true","default","true","true","","UI darkness","","98","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; Tablet PC 2.0)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; Tablet PC 2.0)","","","Segoe UI, Arial, sans-serif","bold","1.1em","6px","333333","25","333333","ffffff","ffffff","000000","25","666666","ffffff","cccccc","555555","20","666666","eeeeee","cccccc","0078a3","40","59b4d4","ffffff","ffffff","f58400","30","ffaf0f","ffffff","222222","eeeeee","80","cccccc","2e7db2","4b8e0b","ffc73d","40","ffb73d","111111","a83300","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","1","4","2647","0.816496580927726","660.0122894478725","246","1","5","3037","","319.5632436101916","197","1","4","3089","0.9428090415820634","709.9690134083318","164","1","5","2873","1.247219128924647","542.0744106362766","140","37838","3","","1","4572","107934","328.53310335489783","3","","1","3667.3333333333335","576707.5555555556","759.4126385276687","49735","5","1","0.8333333333333334","6203.333333333333","470646.2222222222","686.0366041416611","85395","3","1","0.75","10914.666666666666","7100059.555555556","2664.5936942722724","3","2","0.6","13021","7288194.666666667","2699.6656583115373","1","1920","1022","","1","5","2521","0.4714045207910317","159.0730090940076","123","1","4","2673","0.9428090415820634","161.94031822454428","109","1","5","3292","0.816496580927726","763.4295426996957","98","","","","","",""
"UT-32","s2","medium","true","default","true","true","","UI lightness","","177","","Mozilla","Netscape","5.0 (Linux; U; Android 4.0.4; de-de; GT-P7510 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","de-DE","Linux armv7l","Gecko","Mozilla/5.0 (Linux; U; Android 4.0.4; de-de; GT-P7510 Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30","Google Inc.","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","3","0.8","2038","2023","1272.808999811048","1874.697708965368","266","0.6","1602","530","200.29367327890205","606.6884611469785","177","","","","","","133","","","","","","","","","","","","","","","","","","","","35245","5","","1","4185","266450.6666666667","516.1885960253933","61757","3","","1","6063","7097528.666666667","2664.1187410974508","3","","1","9456.333333333334","14862586.88888889","3855.202574299941","1.3061224489795917","980","888","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-33","s8","medium","true","capkom","true","","true","UI lightness","","96","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","5","1","5","11319","","2033.9913689317586","224","1","5","6933","","664.5431179054942","168","1","5","6256","","424.9284907160524","134","1","5","4817","0.4714045207910317","116.46744895749484","112","76133","3","","1","16220.666666666666","268834872.22222227","16396.184684926622","3","","1","5060.666666666667","131302.8888888889","362.35740490417595","87343","5","","1","5531.333333333333","199473.55555555553","446.6246248871143","95028","3","1","0.75","13435.666666666666","121376022.22222222","11017.078660980062","3","2","0.6","14165.666666666666","9483228.222222222","3079.485057963786","1","1366","2350","","1","5","6250","","1256.488316256418","96","","","","","","","","","","","","","","","","","",""
"UT-34","s2","medium","true","default","true","true","","Excite Bike","","99","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","4","1","5","1124","0.4714045207910317","224.9745664637573","248","0.8","4","1015","","157.31894355099135","165","0.6","7","1294","5.436502143433364","403.9438904930568","124","1","4","1150","0.4714045207910317","52.61812108643434","99","26157","3","","1","1512.6666666666667","53774.8888888889","231.89413293330406","3","","1","3191.3333333333335","4306032.888888888","2075.098284151594","26067","5","","1","2685","890194.6666666666","943.5012806915879","58531","3","","1","5164.333333333333","3904460.2222222225","1975.9707037864257","3","","1","10284","3793154.6666666665","1947.6022865735874","1.25","1093","877","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-35","s2","medium","true","capkom","true","true","","Excite Bike","","99","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","4","0.8","4","9554","0.4330127018922193","3342.0396092805363","248","1","5","11775","0.4714045207910317","4181.686741017314","165","0.8","5","9147","0.5","4251.961841315136","124","0.6","13","6834","13.199326582148887","1812.461739059767","99","85878","3","","1","12475.333333333334","45083844.22222222","6714.450403586448","3","","1","12101","31714538","5631.566211987568","64553","5","","1","9234.333333333334","1565238.2222222222","1251.0948094458","105259","3","1","0.75","14270.666666666666","10012401.555555556","3164.2379107070246","3","2","0.6","16752","73437014","8569.539894300044","1.25","1093","877","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-36","s7","medium","true","capkom","true","","true","Smoothness","","93","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Verdana,Arial,sans-serif","normal","1.1em","4px","cccccc","75","aaaaaa","222222","222222","ffffff","75","aaaaaa","222222","222222","e6e6e6","75","d3d3d3","555555","888888","dadada","75","999999","212121","454545","ffffff","65","aaaaaa","212121","454545","fbf9ee","55","fcefa1","363636","2e83ff","fef1ec","95","cd0a0a","cd0a0a","cd0a0a","aaaaaa","0","30","aaaaaa","0","30","8px","-8px","-8px","8px","5","1","4","4651","0.4714045207910317","97.17338455907907","218","0.8","7","3031","4.636809247747852","1209.13698562239","163","1","4","2628","","308.3028813791183","130","1","7","2354","3.7712361663282534","278.40657718922915","109","84388","3","","1","6605","139634.66666666666","373.6772225687119","3","","1","17493","239546164.66666666","15477.27898135414","56760","5","","1","7855","7315648.666666667","2704.7455826133937","140589","3","1","0.75","12238.333333333334","33493346.888888884","5787.34368159425","3","1","0.75","30592.666666666668","101001013.55555557","10049.926047267989","0.9479166666666666","1441","1454","","1","7","2739","3.0912061651652345","229.05166811587875","93","","","","","","","","","","","","","","","","","",""
"UT-37","s8","medium","true","capkom","true","true","","Sunny","","91","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","1","4","5775","","2279.206879596497","201","0.8","63","3305","102.33614952693891","964.0353987276608","167","0.8","7","2915","6.219927652312364","1156.2351350395818","143","0.8","132","2937","176.63008662173044","183.22186004950393","125","41738","3","","1","5267.666666666667","3481096.222222222","1865.7696058790918","3","","1","4565","11017192.666666666","3319.2156704056856","35929","5","","1","4684.666666666667","32314.88888888889","179.76342478070697","117546","3","2","0.6","21364","31157720.666666668","5581.910127068212","3","1","0.75","13712.333333333334","11755489.555555554","3428.62794067183","0.6458333333333334","2115","1578","","0.8","3","2377","0.4330127018922193","134.61890654733457","111","0.8","99","3007","144.07875450599926","854.3968632901224","100","0.8","4","3325","0.5","813.7071033240401","91","","","","","",""
