"_id","fontsize","symbolsize","useSymbols","symbolSet","useE2r","useAudio","canClick","theme","created","symbolsizeMin","rev","navigator_appCodeName","navigator_appName","navigator_appVersion","navigator_language","navigator_platform","navigator_product","navigator_userAgent","navigator_vendor","navigator_vendorSub","themeDetails_ffDefault","themeDetails_fwDefault","themeDetails_fsDefault","themeDetails_cornerRadius","themeDetails_bgColorHeader","themeDetails_bgImgOpacityHeader","themeDetails_borderColorHeader","themeDetails_fcHeader","themeDetails_iconColorHeader","themeDetails_bgColorContent","themeDetails_bgImgOpacityContent","themeDetails_borderColorContent","themeDetails_fcContent","themeDetails_iconColorContent","themeDetails_bgColorDefault","themeDetails_bgImgOpacityDefault","themeDetails_borderColorDefault","themeDetails_fcDefault","themeDetails_iconColorDefault","themeDetails_bgColorHover","themeDetails_bgImgOpacityHover","themeDetails_borderColorHover","themeDetails_fcHover","themeDetails_iconColorHover","themeDetails_bgColorActive","themeDetails_bgImgOpacityActive","themeDetails_borderColorActive","themeDetails_fcActive","themeDetails_iconColorActive","themeDetails_bgColorHighlight","themeDetails_bgImgOpacityHighlight","themeDetails_borderColorHighlight","themeDetails_fcHighlight","themeDetails_iconColorHighlight","themeDetails_bgColorError","themeDetails_bgImgOpacityError","themeDetails_borderColorError","themeDetails_fcError","themeDetails_iconColorError","themeDetails_bgColorOverlay","themeDetails_bgImgOpacityOverlay","themeDetails_opacityOverlay","themeDetails_bgColorShadow","themeDetails_bgImgOpacityShadow","themeDetails_opacityShadow","themeDetails_thicknessShadow","themeDetails_offsetTopShadow","themeDetails_offsetLeftShadow","themeDetails_cornerRadiusShadow","symbolsizedetectDetails_sizes","symbolsizedetectDetails_size0_score","symbolsizedetectDetails_size0_reactionTimeAverage","symbolsizedetectDetails_size0_moveTimeAverage","symbolsizedetectDetails_size0_reactionTimeStDev","symbolsizedetectDetails_size0_moveTimeStDev","symbolsizedetectDetails_size0_size","symbolsizedetectDetails_size1_score","symbolsizedetectDetails_size1_reactionTimeAverage","symbolsizedetectDetails_size1_moveTimeAverage","symbolsizedetectDetails_size1_reactionTimeStDev","symbolsizedetectDetails_size1_moveTimeStDev","symbolsizedetectDetails_size1_size","symbolsizedetectDetails_size2_score","symbolsizedetectDetails_size2_reactionTimeAverage","symbolsizedetectDetails_size2_moveTimeAverage","symbolsizedetectDetails_size2_reactionTimeStDev","symbolsizedetectDetails_size2_moveTimeStDev","symbolsizedetectDetails_size2_size","symbolsizedetectDetails_size3_score","symbolsizedetectDetails_size3_reactionTimeAverage","symbolsizedetectDetails_size3_moveTimeAverage","symbolsizedetectDetails_size3_reactionTimeStDev","symbolsizedetectDetails_size3_moveTimeStDev","symbolsizedetectDetails_size3_size","read_fullTime","read_symbol2word_correct","read_symbol2word_wrong","read_symbol2word_score","read_symbol2word_times_average","read_symbol2word_times_variance","read_symbol2word_times_standardDeviation","read_word2symbol_correct","read_word2symbol_wrong","read_word2symbol_score","read_word2symbol_times_average","read_word2symbol_times_variance","read_word2symbol_times_standardDeviation","symbolunderstanding_fullTime","symbolunderstanding_symbolunderstanding_correct","symbolunderstanding_symbolunderstanding_wrong","symbolunderstanding_symbolunderstanding_score","symbolunderstanding_symbolunderstanding_times_average","symbolunderstanding_symbolunderstanding_times_variance","symbolunderstanding_symbolunderstanding_times_standardDeviation","lookforcorrect_fullTime","lookforcorrect_color_correct","lookforcorrect_color_wrong","lookforcorrect_color_score","lookforcorrect_color_times_average","lookforcorrect_color_times_variance","lookforcorrect_color_times_standardDeviation","lookforcorrect_b&w_correct","lookforcorrect_b&w_wrong","lookforcorrect_b&w_score","lookforcorrect_b&w_times_average","lookforcorrect_b&w_times_variance","lookforcorrect_b&w_times_standardDeviation","dimensions_zoom","dimensions_width","dimensions_height","_deleted_conflicts_0","symbolsizedetectDetails_size4_score","symbolsizedetectDetails_size4_reactionTimeAverage","symbolsizedetectDetails_size4_moveTimeAverage","symbolsizedetectDetails_size4_reactionTimeStDev","symbolsizedetectDetails_size4_moveTimeStDev","symbolsizedetectDetails_size4_size","symbolsizedetectDetails_size5_score","symbolsizedetectDetails_size5_reactionTimeAverage","symbolsizedetectDetails_size5_moveTimeAverage","symbolsizedetectDetails_size5_reactionTimeStDev","symbolsizedetectDetails_size5_moveTimeStDev","symbolsizedetectDetails_size5_size","symbolsizedetectDetails_size6_score","symbolsizedetectDetails_size6_reactionTimeAverage","symbolsizedetectDetails_size6_moveTimeAverage","symbolsizedetectDetails_size6_reactionTimeStDev","symbolsizedetectDetails_size6_moveTimeStDev","symbolsizedetectDetails_size6_size","wordmatch_su_correct","wordmatch_su_wrong","wordmatch_su_score","wordmatch_su_times_average","wordmatch_su_times_variance","wordmatch_su_times_standardDeviation"
"UT-50","s5","medium","true","capkom","true","","true","Excite Bike","","206","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","2","0.8","4","1081","0.82915619758885","443.1966267922174","206","0.4","4","1002","0.5","67","172","","","","","","","","","","","","","24342","3","","1","1620.3333333333333","58405.55555555556","241.67241372476826","3","","1","2446","82706","287.5865087238968","26630","5","1","0.8333333333333334","2472","212334","460.7971354077627","52630","3","3","0.5","6685.333333333333","9409286.888888888","3067.456094044198","3","4","0.42857142857142855","6765.666666666667","18558651.555555556","4307.975342960491","0.75","2133","1119","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-51","s5","medium","true","capkom","true","true","true","Sunny","","90","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","1","3","2711","0.4714045207910317","507.3742865643337","226","0.6","19","1695","22.15601247717849","252.7858118381383","181","1","11","2236","5.90668171555645","295.1263382952385","151","1","8","2233","6.599663291074443","335.095011402239","129","96828","3","","1","12768.666666666666","31365961.555555556","5600.532256451663","3","","1","15498.333333333334","66231749.55555556","8138.289104938185","62702","5","","1","10728.666666666666","8369086.888888888","2892.9374153079925","108762","3","1","0.75","10345","37768720.666666664","6145.626141140271","3","2","0.6","21885.666666666668","64925089.55555556","8057.610660459809","1","1280","1119","","1","4","1867","2.160246899469287","378.31997039543126","113","1","8","1492","6.599663291074443","156.8020691473454","100","1","5","1909","3.0912061651652345","92.99581830503037","90","","","","","",""
"UT-52","s6","medium","true","capkom","true","true","true","Excite Bike","","90","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","7","1","3","8382","1.247219128924647","5982.511568452389","226","1","3","11432","","1335.0668730649995","181","0.8","3","8494","0.4330127018922193","2813.643667471061","151","1","2","4418","","1027.151508893514","129","190756","3","","1","28983.333333333332","280484748.2222222","16747.678890587264","3","","1","30588.666666666668","487464267.5555556","22078.592970467016","281692","5","3","0.625","54733.333333333336","101809102.88888888","10090.049697047527","228663","3","","1","23028.666666666668","46931161.55555556","6850.632201158924","3","2","0.6","49159.333333333336","1473504002.888889","38386.247574996036","1","1280","1307","","1","2","3509","","263.6163036603684","113","1","2","5949","0.4714045207910317","467.9147595686871","100","1","2","5633","","392.983742949021","90","","","","","",""
"UT-53","s4","medium","true","capkom","true","true","true","Smoothness","","98","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; Tablet PC 2.0)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; Tablet PC 2.0)","","","Verdana,Arial,sans-serif","normal","1.1em","4px","cccccc","75","aaaaaa","222222","222222","ffffff","75","aaaaaa","222222","222222","e6e6e6","75","d3d3d3","555555","888888","dadada","75","999999","212121","454545","ffffff","65","aaaaaa","212121","454545","fbf9ee","55","fcefa1","363636","2e83ff","fef1ec","95","cd0a0a","cd0a0a","cd0a0a","aaaaaa","0","30","aaaaaa","0","30","8px","-8px","-8px","8px","7","0.8","8","4271","4.636809247747852","2977.967459106966","246","1","6","2850","0.4714045207910317","564.6310496441213","197","0.6","3","4226","0.4714045207910317","2758.1959079562616","164","1","4","1625","0.9428090415820634","88.88569438704221","140","52861","3","","1","5300.666666666667","5437769.555555556","2331.90256133389","3","2","0.6","7792","15009834.666666666","3874.2527881730516","70001","5","4","0.5555555555555556","5165.666666666667","1288636.2222222222","1135.181140709368","101193","3","2","0.6","10938.666666666666","15253736.222222224","3905.603182892781","3","2","0.6","18135.333333333332","239844872.2222222","15486.925848024914","1","1920","1009","","1","6","1689","0.9428090415820634","155.71840681891854","123","1","4","1655","0.4714045207910317","108.67689113453083","109","0.8","4","1794","0.82915619758885","338.7797034947637","98","","","","","",""
"UT-54","s2","medium","true","capkom","true","true","","Sunny","","92","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","5","1","4","1261","","187.81255430762758","216","1","4","1217","0.4714045207910317","50.42706504337615","162","1","4","1358","","98.64526794980532","130","1","4","1341","","36.12324582438418","108","28820","3","","1","2985","320482.6666666667","566.1118852900605","3","","1","2595.6666666666665","757005.5555555555","870.0606619975158","23201","5","","1","2591.3333333333335","266728.2222222222","516.4573769656332","55844","3","1","0.75","10749","8988348.666666666","2998.0574822152203","3","","1","3816.3333333333335","1188700.2222222222","1090.2752965293776","1","1366","877","","0.8","60","1752","57.39936846342475","640.1490060915505","92","","","","","","","","","","","","","","","","","",""
"UT-55","s3","medium","true","capkom","true","true","","Excite Bike","","92","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","5","0.8","4","3813","","1568.6039175011645","216","1","4","2278","0.4714045207910317","266.24591806990935","162","1","4","2601","0.4714045207910317","496.7879046657862","130","1","4","2592","","117.3039735994575","108","30545","3","","1","2606.6666666666665","8678.22222222222","93.15697624022701","3","1","0.75","3515","1232578.6666666667","1110.2155946781988","32743","5","","1","3357","229908.66666666666","479.48792129381803","36698","3","","1","4161","1377380.6666666667","1173.6186206202876","3","","1","4015.3333333333335","1461776.888888889","1209.0396556312323","1","1366","941","","1","4","2491","","94.74292703005445","92","","","","","","","","","","","","","","","","","",""
"UT-56","s2","medium","true","default","true","true","","Sunny","","90","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","7","0.8","149","3661","217.34347816302196","2643.2993587560227","226","0.8","10","2329","11.986972094736853","885.8604221320647","181","1","30","2025","1.699673171197595","116.23634925826296","151","1","11","1635","10.614455552060438","55.87486017879597","129","112513","3","","1","17822.333333333332","28811117.555555556","5367.598863137553","3","2","0.6","15625","28558208.666666668","5343.988086314065","53253","5","","1","8316.333333333334","9312613.555555554","3051.6575095438798","136274","3","3","0.5","19028.333333333332","101923817.55555557","10095.732640851558","3","3","0.5","22330.333333333332","28988507.555555552","5384.097654719457","1","1280","907","","1","142","1734","176.46718297368116","71.6147098483731","113","1","3","1585","0.4714045207910317","144.76878116500117","100","1","12","2615","11.313708498984761","392.26295035629124","90","","","","","",""
"UT-57","s5","medium","true","capkom","true","true","","Excite Bike","","92","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","5","1","4","4445","","2614.17065667531","216","0.8","35","2175","53.406460283377704","346.9195692087721","162","1","4","2906","","272.6528113839202","130","0.8","13","5651","15.305227865013967","2320.2541347878255","108","42278","3","","1","6745.333333333333","15400201.555555554","3924.309054541392","3","","1","3293.3333333333335","237301.5555555556","487.13607498886347","46980","5","1","0.8333333333333334","6245.333333333333","3425739.555555556","1850.8753484650326","82457","3","1","0.75","10111.333333333334","219768.22222222222","468.79443493094305","3","2","0.6","13330.666666666666","8107634.888888888","2847.3908914809867","1","1366","1119","","1","4","3605","","482.2495895971988","92","","","","","","","","","","","","","","","","","",""
"UT-58","s2","medium","true","capkom","true","true","","UI darkness","","92","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","Segoe UI, Arial, sans-serif","bold","1.1em","6px","333333","25","333333","ffffff","ffffff","000000","25","666666","ffffff","cccccc","555555","20","666666","eeeeee","cccccc","0078a3","40","59b4d4","ffffff","ffffff","f58400","30","ffaf0f","ffffff","222222","eeeeee","80","cccccc","2e7db2","4b8e0b","ffc73d","40","ffb73d","111111","a83300","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","5","1","5","1070","0.4714045207910317","78.55500549862427","215","1","5","1271","0.4714045207910317","254.020121687677","161","1","5","1062","0.4714045207910317","37.80946383586463","129","1","5","846","","26.280537792569366","107","23953","3","","1","1787","188700.66666666666","434.39689992755086","3","","1","2065.3333333333335","38700.222222222226","196.72372053776897","33993","5","1","0.8333333333333334","3851.6666666666665","2168216.2222222225","1472.486408162134","69604","3","2","0.6","9022.666666666666","5733046.888888888","2394.378184182459","3","","1","10106","6097802","2469.372794861076","1","1366","877","","1","5","1197","0.4714045207910317","144.2967621104353","92","","","","","","","","","","","","","","","","","",""
"UT-59","s4","medium","true","capkom","true","true","","Excite Bike","","92","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C)","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","5","1","4","2625","0.4714045207910317","711.2894394454811","215","1","5","1336","","101.47358714901573","161","1","5","2033","","291.82681317673485","129","1","4","2092","0.4714045207910317","154.0216435007323","107","40847","3","","1","4612","1186500.6666666667","1089.2661137971138","3","","1","4886.333333333333","6469.555555555556","80.43354745102043","61788","5","","1","9911.666666666666","10650720.888888888","3263.544221990701","161577","3","2","0.6","32820.666666666664","743083250.8888888","27259.55338755367","3","1","0.75","16921","127630172.66666667","11297.352462708539","1","1366","1022","","1","5","2425","0.4714045207910317","502.17681702320306","92","","","","","","","","","","","","","","","","","",""
"UT-6","s3","medium","true","capkom","true","","true","UI lightness","2012-11-05T12:05:15.233Z","98","","Mozilla","Netscape","5.0 (Windows)","de-DE","Win32","Gecko","Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","4","1","587","2462","197.35641756871135","672.8988697336985","261","1","355","1558","43.33846123505335","242.0289238913399","196","1","399","1857","2.6246692913372702","305.74935268397","130","1","253","1537","71.85788443556876","168.949696655543","98","31504","3","","1","2037","","","3","","1","1573","","","47449","5","","1","4617.666666666667","2928073.5555555555","1711.1614639056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UT-60","s5","medium","true","capkom","true","","true","UI lightness","","90","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)","","","Trebuchet MS, Tahoma, Verdana, Arial, sans-serif","bold","1.1em","4px","f6a828","35","e78f08","ffffff","ffffff","eeeeee","100","dddddd","333333","222222","f6f6f6","100","cccccc","1c94c4","ef8c08","fdf5ce","100","fbcb09","c77405","ef8c08","ffffff","65","fbd850","eb8f00","ef8c08","ffe45c","75","fed22f","363636","228ef1","b81900","18","cd0a0a","ffffff","ffd27a","666666","20","50","000000","10","20","5px","-5px","-5px","5px","7","1","3","2441","0.4714045207910317","1138.0405187084607","226","1","2","1847","0.4714045207910317","270.8804574387422","181","0.6","3","2203","0.9428090415820634","954.948282485613","151","1","3","1929","","142.70093046492568","129","69530","3","","1","11671.666666666666","82322264.22222222","9073.161754439421","3","","1","7483.333333333333","22751205.555555552","4769.822381971424","134676","5","1","0.8333333333333334","23002.333333333332","133461636.22222221","11552.559725975114","135532","3","2","0.6","25712","155046168.66666666","12451.753638209626","3","3","0.5","15452.333333333334","7967114.888888888","2822.607817053033","1","1280","1094","","1","3","1998","","117.01946656670229","113","1","2","2115","0.4714045207910317","103.12128781197411","100","0.8","3","2194","","686.1083642545104","90","","","","","",""
"UT-61","s3","medium","true","capkom","true","","true","Excite Bike","","90","","Mozilla","Netscape","5.0 (Windows)","de-DE","Win32","Gecko","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0","","","segoe ui, Arial, sans-serif","bold","1.1em","3px","f9f9f9","100","cccccc","e69700","5fa5e3","eeeeee","100","aaaaaa","222222","0a82eb","1484e6","22","ffffff","ffffff","fcdd4a","2293f7","26","2293f7","ffffff","ffffff","e69700","20","e69700","ffffff","ffffff","c5ddfc","25","ffffff","333333","0b54d5","e69700","20","e69700","ffffff","ffffff","e6b900","0","30","e69700","0","20","0px","6px","6px","3px","7","1","222","1633","77.37929668558351","260.07221219414345","227","1","227","731","62.76056794587576","8.055363982396383","181","1","130","696","24.124676163629637","45.10974272691975","151","1","57","618","8.981462390204987","77.38360435016078","129","27136","3","","1","1913","223250.66666666666","472.49409167381833","3","2","0.6","3210","7017434","2649.0439784948835","54683","5","2","0.7142857142857143","4981","4712344.666666667","2170.793556897262","32337","3","","1","3491","2581826","1606.8061488555488","3","","1","3318.6666666666665","4833604.222222222","2198.5459336166305","1","1903","942","","1","72","714","17.281975195754296","40.66393433443886","113","1","74","695","10.198039027185569","49.74825513411389","100","1","50","723","5.734883511361751","88.16020770292128","90","","","","","",""
"UT-62","s3","medium","true","capkom","true","","true","Sunny","","91","","Mozilla","Microsoft Internet Explorer","5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; NP06; InfoPath.3)","","Win32","","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; NP06; InfoPath.3)","","","Segoe UI, Arial, sans-serif","bold","1.1em","8px","817865","45","494437","ffffff","fadc7a","feeebd","100","8e846b","383838","d19405","fece2f","60","d19405","4c3000","3d3d3d","ffdd57","70","a45b13","381f00","bd7b00","ffffff","30","655e4e","0074c7","eb990f","fff9e5","90","eeb420","1f1f1f","ed9f26","d34d17","20","ffb73d","ffffff","ffe180","5c5c5c","50","80","cccccc","30","60","7px","-7px","-7px","8px","5","1","5","9287","","283.0692887302016","214","1","5","5703","0.816496580927726","470.94868793390503","160","1","208","2607","286.37853737084885","364.7138909093294","128","0.8","201","9633","338.03882913061926","6473.755338866306","107","185684","3","","1","17902.666666666668","37539712.88888889","6126.966042739987","3","","1","39932.333333333336","2068656088.2222223","45482.48111330584","114599","5","2","0.7142857142857143","21156.333333333332","75297456.8888889","8677.410724916097","198396","3","2","0.6","39657","778969022","27910.016517372398","3","3","0.5","22169","716664648.6666666","26770.592983097453","1","1366","941","","1","14","4836","12.256517540566826","1380.3045557653813","91","","","","","","","","","","","","","","","","","",""
